최초35위 날짜	곡 제목	아티스트
2006-10-21	Give It Away	George Strait
2006-11-04	My Little Girl	Tim McGraw
2006-11-11	Gallery	Mario Vazquez
2006-11-25	She's Everything	Brad Paisley
2008-09-20	Don't Think I Don't Think About It	Darius Rucker
2009-07-04	Sideways	Dierks Bentley
2009-10-24	American Ride	Toby Keith
2009-11-21	Body Language	Jesse McCartney Featuring T-Pain
2009-12-26	Gangsta Luv	Snoop Dogg Featuring The-Dream
2010-02-27	Why Don't We Just Dance	Josh Turner
2010-05-01	Hello	Glee Cast Featuring Jonathan Groff
2010-05-22	Lose My Mind	Young Jeezy Featuring Plies
2010-09-25	A Year Without Rain	Selena Gomez & The Scene
2011-05-28	(It) Feels So Good	Steven Tyler
2011-12-24	Keep Me In Mind	Zac Brown Band
2012-04-21	Over You	Miranda Lambert
2012-09-15	Heart Attack	Trey Songz
2013-08-03	Don't Drop That Thun Thun!	The FiNATTiCZ
2014-02-22	Whatever She's Got	David Nail
2014-04-05	Doin' What She Likes	Blake Shelton
2014-06-21	Automatic	Miranda Lambert
2014-09-20	0 To 100 / The Catch Up	Drake
2015-01-17	Only One	Kanye West Featuring Paul McCartney
2015-04-25	Homegrown	Zac Brown Band
2016-04-16	Drunk On Your Love	Brett Eldredge
2016-04-30	Somewhere On A Beach	Dierks Bentley
2016-05-14	Freedom	Beyonce Featuring Kendrick Lamar
2016-07-02	Cut It	O.T. Genasis Featuring Young Dolph
2016-09-24	Peter Pan	Kelsea Ballerini
2017-04-08	Teenage Fever	Drake
2017-05-06	Feel.	Kendrick Lamar
2017-07-29	4:44	JAY-Z
2017-11-25	Ghostface Killers	21 Savage, Offset & Metro Boomin Featuring Travis Scott
2018-04-14	I Was Never There	The Weeknd Featuring Gesaffelstein
2018-09-08	Sunrise, Sunburn, Sunset	Luke Bryan
2018-11-17	I'm A Mess	Bebe Rexha
2019-01-19	Undecided	Chris Brown
2019-04-13	Xanny	Billie Eilish
2019-06-29	Omerta	Drake
2020-03-28	Homesick	Kane Brown
2020-05-02	@ MEH	Playboi Carti
2020-05-16	When To Say When	Drake
2020-07-25	Fighting Demons	Juice WRLD
2020-08-08	Seven	Taylor Swift
2020-09-26	My Window	YoungBoy Never Broke Again Featuring Lil Wayne
2020-10-31	Whole Lotta Choppas	Sada Baby Featuring Nicki Minaj
2020-11-14	Off The Table	Ariana Grande Featuring The Weeknd
2020-11-21	What That Speed Bout!?	Mike WiLL Made-It, Nicki Minaj & YoungBoy Never Broke Again
2021-05-08	Shottas (Lala)	Moneybagg Yo
2021-09-18	The Remorse	Drake
2022-07-23	Master Of Puppets	Metallica
2022-08-27	Yungen	Rod Wave Featuring Jack Harlow
2022-10-22	Victoria's Secret	Jax
2023-03-18	Whiskey Friends	Morgan Wallen
2023-06-10	Pelle Coat	Lil Durk
2023-07-08	Lady Gaga	Peso Pluma, Gabito Ballesteros & Junior H
2023-07-22	Electric Touch (Taylor's Version) (From The Vault)	Taylor Swift Featuring Fall Out Boy
2024-01-27	Dangerous	21 Savage, Lil Durk & Metro Boomin
2024-02-03	Wild Ones	Jessie Murph & Jelly Roll
2024-04-20	H.Y.B.	J. Cole Featuring Bas & Central Cee
2024-05-04	How Did It End?	Taylor Swift
2024-06-22	Sweet Dreams	Koe Wetzel
2024-06-29	Remember Him That Way	Luke Combs
2024-09-07	Don't Smile	Sabrina Carpenter
2024-10-26	Last Lap	Rod Wave
2025-03-01	Spider-Man Superman	PARTYNEXTDOOR & Drake
2025-07-26	Things You Do	Justin Bieber
2025-08-23	After All The Bars Are Closed	Thomas Rhett
2025-09-06	Hell At Night	BigXthaPlug Featuring Ella Langley
2025-11-29	Fear	NF
2025-12-20	Rudolph The Red-Nosed Reindeer	Gene Autry& The Pinafores
