최초92위 날짜	곡 제목	아티스트
1974-02-23	A Mother For My Children	The Whispers
1974-05-25	(everybody Wanna Get Rich) Rite Away	Dr. John
1974-06-29	What's Your Name	Andy & David Williams
1974-12-28	Christmas Dream	Perry Como
1975-01-04	Love Don't You Go Through No Changes On Me	Sister Sledge
1975-03-29	Everybody Wants To Find A Bluebird	Randy Edelman
1975-04-19	All Right Now	Lea Roberts
1975-06-07	Rolling Down A Mountainside	The Main Ingredient
1975-07-12	What Time Of Day	Billy Thunderkloud & The Chieftones
1975-08-02	Shoes	Reparata
1975-08-30	Chocolate Chip	Isaac Hayes
1975-09-06	Music In My Bones	Joe Simon
1975-12-06	It's Alright	Graham Central Station
1976-01-10	Breakfast For Two	Country Joe McDonald
1976-07-24	Baby, We Better Try To Get It Together	Barry White
1976-09-11	Let's Rock	Ellison Chase
1977-01-08	Love Bug	Bumble Bee Unlimited
1977-05-07	I Caught Your Act	The Hues Corporation
1977-07-02	Good Thing Man	Frank Lucas
1977-08-13	My Cherie Amour	Soul Train Gang
1977-11-05	It Ain't Love	Tom Powers
1977-12-10	Moondance	Van Morrison
1978-01-07	Don't Let It Show	The Alan Parsons Project
1978-02-18	Ain't Gonna' Hurt Nobody	Brick
1978-03-11	Psycho Killer	Talking Heads
1978-03-25	Woman To Woman	Barbara Mandrell
1978-04-01	Miss Broadway	Belle Epoque
1978-08-26	Back In My Arms Again	Genya Ravan
1978-11-25	Soft And Wet	Prince
1979-03-24	You And Me	Liner
1979-04-28	Walk On By	AWB
1979-11-17	What's A Matter Baby	Ellen Foley
1980-01-19	Takin' It Back	Breathless
1980-07-26	Mirage	Eric Troyer
1980-10-18	One Life To Live	Wayne Massey
1981-07-11	Ready For Love	Silverado
1982-01-09	Better Things	The Kinks
1982-02-20	Be Mine (Tonight)	Grover Washington, Jr.
1982-07-24	Into My Love	Greg Guidry
1983-07-09	Night Pulse	Double Image
1983-10-01	Canvas Of Life	Minor Detail
1985-04-20	Heartline	Robin George
1986-03-22	Now And Forever (You And Me)	Anne Murray
1986-04-05	Love And Rock And Roll	Greg Kihn
1986-08-30	Angel In My Pocket	One To One
1988-06-04	Only A Memory	The Smithereens
1988-12-24	Is It Love	J.J. Fad
1990-01-13	Figure Of Eight	Paul McCartney
1990-05-26	Nick Of Time	Bonnie Raitt
1990-11-10	Falling To Pieces	Faith No More
1991-01-05	The Obvious Child	Paul Simon
1991-06-29	Love Gets Rough	Troy Newman
1991-07-27	Gotta Have You (From "Jungle Fever")	Stevie Wonder
1991-11-23	Into The Great Wide Open	Tom Petty And The Heartbreakers
1992-08-29	All Shook Up (From "Honeymoon In Vegas")	Billy Joel
1993-01-02	Right Here	SWV
1993-02-13	Toss-Up	N2Deep
1993-04-03	Love Me Or Leave Me Alone	Brand Nubian
1993-07-24	Unconditional Love (From "Menace II Society")	Hi-Five
1993-09-11	World (The Price Of Love)	New Order
1993-10-16	Shifftee	Onyx
1993-10-23	Stay Real	Erick Sermon
1994-03-26	Don't Go Breaking My Heart	Elton John & RuPaul
1994-07-30	Infatuation	Jamie Foxx
1994-08-13	You	Bonnie Raitt
1995-01-21	Down 4 Whateva (From "A Low Down Dirty Shame")	Nuttin' Nyce
1995-08-19	Walking To Jerusalem	Tracy Byrd
1995-10-14	The Hearts Filthy Lesson	David Bowie
1996-04-27	No More Games	Skin Deep Featuring Li'l Kim Of Junior M.A.F.I.A.
1996-08-31	Dirty South	Goodie Mob
1996-09-07	Can You Feel Me	Dru Down
1997-12-20	Up & Down	Billy Lawrence
1998-08-08	Not About Romance	Inner Circle
1998-11-28	Big Big World	Emilia
1998-12-12	Here We Come	Timbaland Featuring Missy "Misdemeanor" Elliott & Magoo
1999-12-04	NAStradamus	Nas
2000-04-01	I'm Outta Love	Anastacia
2000-05-06	No Mercy	Ty Herndon
2000-06-17	Riddle	En Vogue
2002-04-13	Feel The Girl	Ms. Jade
2003-08-23	Feelin' Freaky	Nick Cannon Featuring B2K
2004-06-05	Just For You	Lionel Richie
2004-11-13	So Sexy Chapter II (Like This)	Twista Featuring R. Kelly
2005-01-22	Ghetto	Akon
2005-02-05	Perdidos	Monchy & Alexandra
2005-09-17	Outta Control	50 Cent
2005-10-01	Who Did You Think I Was	John Mayer Trio
2006-06-17	I Got You	Craig Morgan
2006-06-24	Why We Thugs	Ice Cube
2006-08-12	Best Of Both Worlds	Hannah Montana
2006-12-16	Ay Chico (Lengua Afuera)	Pitbull
2007-01-27	Mr. Jones	Mike Jones
2007-04-14	Love Today	MIKA
2007-07-14	Make Some Noise	Hannah Montana
2007-09-01	All For One	High School Musical 2 Cast
2008-05-03	Migrate	Mariah Carey Featuring T-Pain
2008-06-07	Eleanor Rigby	David Cook
2008-08-30	Real	Goo Goo Dolls
2008-09-27	No Me Doy Por Vencido	Luis Fonsi
2008-12-27	Anything Goes	Randy Houser
2009-05-02	Panic Switch	Silversun Pickups
2009-05-09	Maybach Music 2	Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne
2009-08-01	If It Kills Me	Jason Mraz
2009-08-22	Digital Girl	Jamie Foxx Featuring Drake, Kanye West + The-Dream
2009-10-10	I Wanna	The All-American Rejects
2009-10-17	Check My Brain	Alice In Chains
2010-02-13	My City Of Ruins (Live From The Kennedy Center Honors)	Eddie Vedder
2010-04-03	Love King	The-Dream
2010-04-10	That Should Be Me	Justin Bieber
2010-05-22	U Can't Touch This	Glee Cast
2010-07-10	25 To Life	Eminem
2010-09-25	Introducing Me	Nick Jonas
2010-11-27	Scott Mescudi Vs. The World	Kid Cudi Featuring Cee-Lo
2011-02-12	Make It Rain	Travis Porter
2011-05-21	Dreams	Glee Cast Featuring Kristin Chenoweth
2011-07-02	See No More	Joe Jonas
2011-07-09	The Man Who Can't Be Moved	Xenia
2011-07-16	Major Minus	Coldplay
2011-07-23	I Wouldn't Be A Man	Josh Turner
2011-12-24	Red Solo Cup	Glee Cast
2011-12-31	Do They Know It's Christmas?	Glee Cast
2012-03-03	Stereo Hearts	Glee Cast
2012-04-28	Is Anybody Out There?	K'Naan Featuring Nelly Furtado
2012-05-12	It's Not Right But It's Okay	Glee Cast
2012-06-09	Same Damn Time	Future
2012-08-25	Neon	Chris Young
2012-09-01	Lamborghini Angels	Lupe Fiasco
2012-10-20	Shinin' On Me	Jerrod Niemann
2012-11-10	Fade Into You	Sam Palladio & Clare Bowen
2013-04-27	Just Keep Breathing	WE the Kings
2013-05-25	Maybe It Was Memphis	Danielle Bradbery
2013-06-29	Sad	Amber Carrington
2013-07-06	Why	Michelle Chamuel
2013-08-10	Vivir Mi Vida	Marc Anthony
2013-11-16	Collard Greens	ScHoolboy Q Featuring Kendrick Lamar
2014-05-10	Stay With Me	Josh Kaufman
2014-06-07	Leave Your Lover	Sam Smith
2014-08-09	Happy Little Pill	Troye Sivan
2014-09-27	Bend Ova	Lil Jon Featuring Tyga
2014-11-29	Bobby Bitch	Bobby Shmurda
2014-12-06	Take Me To Church	Matt McAndrew
2015-05-23	Games	Luke Bryan
2015-06-06	Change My Mind	Meghan Linsey
2015-06-20	Everyday	A$AP Rocky Featuring Rod Stewart x Miguel x Mark Ronson
2015-06-27	Back It Up	Prince Royce Featuring Jennifer Lopez & Pitbull
2015-10-03	Firestone	Kygo Featuring Conrad
2015-12-19	I'd Just Love To Lay You Down	Barrett Baber
2016-02-06	Death Of A Bachelor	Panic! At The Disco
2016-04-23	Real Friends	Kanye West
2017-04-29	Bar At The End Of The World	Kenny Chesney
2017-06-10	The Dance	Lauren Duski
2017-07-01	Nobody Else But You	Trey Songz
2017-08-05	El Amante	Nicky Jam
2017-09-02	Something New	Wiz Khalifa Featuring Ty Dolla $ign
2017-09-09	For Her	Chris Lane
2017-10-07	Homemade Dynamite	Lorde Featuring Khalid, Post Malone & SZA
2017-11-11	4 Da Gang	Future
2018-01-06	Saint	Huncho Jack
2018-01-20	I Miss You	Clean Bandit Featuring Julia Michaels
2018-11-03	Make It Back	Juice WRLD
2019-06-22	Amor Genuino	Ozuna
2019-06-29	Rescue Me	Marshmello Featuring A Day To Remember
2019-08-31	Ecstasy	Young Thug Featuring Machine Gun Kelly
2019-09-07	It's Nice To Have A Friend	Taylor Swift
2019-10-19	Potential	Summer Walker
2019-11-23	Valentino	24kGoldn
2019-12-14	Cuban Links	Rod Wave & Kevin Gates
2020-05-09	Rough Ryder	YoungBoy Never Broke Again
2020-05-30	Beautiful Pain (Losin My Mind)	Polo G
2020-07-04	My Truck	BRELAND
2020-07-11	Stick That In Your Country Song	Eric Church
2020-08-15	No Dribble	DaBaby x Stunna 4 Vegas
2020-10-03	Wet. (She Got That...)	YFN Lucci
2020-12-05	Do It On The Tip	Megan Thee Stallion Featuring City Girls & Hot Girl Meg
2021-01-09	New N3on	Playboi Carti
2021-01-23	This Bar	Morgan Wallen
2021-01-30	De Una Vez	Selena Gomez
2021-06-05	24 Hours	A Boogie Wit da Hoodie Featuring Lil Durk
2021-07-17	Outside	MO3 X OG Bobby Billions
2021-08-07	5500 Degrees	EST Gee Featuring Lil Baby, 42 Dugg & Rylo Rodriguez
2021-09-04	Danny Phantom	Trippie Redd Featuring XXXTENTACION
2021-10-09	Baddest Thing	YoungBoy Never Broke Again
2021-11-13	Who's In Your Head	Jonas Brothers
2022-01-22	Die Alone	Gunna & Chris Brown Featuring Yung Bleu
2022-03-19	Facetime	King Von Featuring G Herbo
2022-07-09	Addicted	Chris Brown Featuring Lil Baby
2022-11-12	Ain't Safe	Trippie Redd & Don Toliver
2022-12-31	Face 2 Face	Juice WRLD
2023-07-15	Zoom	Lil Uzi Vert
2023-07-29	Quema	Ryan Castro x Pe$o Pluma
2023-10-14	The Secret Recipe	Lil Yachty & J. Cole
2024-02-10	La Intencion	Christian Nodal & Peso Pluma
2024-06-29	Ice Age	Don Toliver Featuring Travis Scott
2024-08-24	Big Mama	Latto
2024-12-14	The Wizard And I	Cynthia Erivo Featuring Michelle Yeoh
2025-07-26	The Birds Don't Sing	Clipse Featuring John Legend & Voices Of Fire
2025-10-04	Principal	Cardi B Featuring Janet Jackson
2025-11-01	Dusty Bibles	Josiah Queen
