최초20위 날짜	곡 제목	아티스트
1986-08-30	That Was Then, This Is Now	The Monkees
1986-11-22	Freedom Overspill	Steve Winwood
1987-04-18	Can'tcha Say (You Believe In Me)/Still In Love	Boston
1987-05-16	Se La	Lionel Richie
1987-06-27	Sweet Sixteen	Billy Idol
1987-07-18	Happy	Surface
1987-12-12	I Do You	The Jets
1988-02-13	Pop Goes The World	Men Without Hats
1988-04-16	You Don't Know	Scarlett & Black
1988-04-30	I Wish I Had A Girl	Henry Lee Summer
1988-05-14	My Girl	Suave
1988-09-10	Here With Me	REO Speedwagon
1989-06-24	Coming Home	Cinderella
1989-12-02	Don't Make Me Over	Sybil
1990-01-06	Oh Father	Madonna
1990-03-03	Sometimes She Cries	Warrant
1990-04-14	Heart Of Stone	Cher
1990-06-09	I'll See You In My Dreams	Giant
1990-08-18	Banned In The U.S.A.	Luke Featuring The 2 Live Crew
1991-03-23	I'll Do 4 U	Father M.C.
1991-09-07	My Name Is Not Susan	Whitney Houston
1991-11-23	Ring My Bell	D.J. Jazzy Jeff & The Fresh Prince
1992-01-25	Broken Arrow	Rod Stewart
1992-04-04	We Got A Love Thang	CeCe Peniston
1992-06-20	I Will Remember You	Amy Grant
1992-06-27	You Won't See Me Cry	Wilson Phillips
1992-08-22	Take This Heart	Richard Marx
1992-12-19	Where You Goin' Now	Damn Yankees
1993-06-12	Connected	Stereo MC's
1993-07-17	Can't Get Enough Of Your Love	Taylor Dayne
1993-08-07	Check Yo Self	Ice Cube Featuring Das EFX
1993-10-30	No Rain	Blind Melon
1993-12-04	Sex Me (Parts I & II)	R. Kelly
1994-05-07	Got Me Waiting	Heavy D & The Boyz
1994-08-06	Always	Erasure
1994-08-13	Always In My Heart	Tevin Campbell
1994-08-27	The Way She Loves Me	Richard Marx
1994-12-03	Living In Danger	Ace Of Base
1995-01-28	Every Day Of The Week	Jade
1995-07-15	Misery	Soul Asylum
1995-09-02	December	Collective Soul
1996-05-18	Wonder	Natalie Merchant
1996-08-31	That Girl	Maxi Priest Featuring Shaggy
1997-04-12	I Shot The Sheriff	Warren G
1998-10-10	Just The Two Of Us	Will Smith
1998-12-19	My Favorite Mistake	Sheryl Crow
1999-09-04	Out Of My Head	Fastball
2000-01-22	Meet Virginia	Train
2000-05-06	This Time Around	Hanson
2000-05-13	I Wish	Carl Thomas
2000-07-01	Swear It Again	Westlife
2000-09-16	Bounce With Me	Lil Bow Wow Featuring Xscape
2001-12-29	Where The Stars And Stripes And The Eagle Fly	Aaron Tippin
2002-09-28	Trade It All	Fabolous Featuring P. Diddy & Jagged Edge
2003-01-04	Family Portrait	P!nk
2003-02-15	Lifestyles Of The Rich And Famous	Good Charlotte
2003-03-15	All The Things She Said	t.A.T.u.
2003-05-03	Angel	Amanda Perez
2003-05-24	Fighter	Christina Aguilera
2003-06-21	Put That Woman First	Jaheim
2003-07-26	Intuition	Jewel
2003-09-06	Forever And For Always	Shania Twain
2003-09-20	The Boys Of Summer	The Ataris
2004-05-22	Take My Breath Away	Jessica Simpson
2004-09-18	Breaking The Habit	Linkin Park
2004-11-13	Balla Baby	Chingy
2004-12-18	Broken	Seether Featuring Amy Lee
2005-02-12	Numb/Encore	Jay-Z/Linkin Park
2005-04-30	Karma	Alicia Keys
2005-05-28	Sugar (Gimme Some)	Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo
2005-06-18	Collide	Howie Day
2005-12-03	Window Shopper	50 Cent
2006-03-25	Jesus, Take The Wheel	Carrie Underwood
2006-06-10	Black Horse & The Cherry Tree	KT Tunstall
2006-12-09	That's That	Snoop Dogg Featuring R. Kelly
2007-08-11	Same Girl	R. Kelly Duet With Usher
2007-09-29	I Get Money	50 Cent
2008-05-17	Realize	Colbie Caillat
2008-07-05	Play My Music	Jonas Brothers
2008-07-26	I Luv Your Girl	The-Dream
2008-11-22	Addicted	Saving Abel
2008-12-06	Chicken Fried	Zac Brown Band
2009-06-20	I Do Not Hook Up	Kelly Clarkson
2009-08-29	Send It On	Disney's Friends For Change
2009-12-12	I Can Transform Ya	Chris Brown Featuring Lil Wayne & Swizz Beatz
2010-04-24	You And Your Heart	Jack Johnson
2010-06-12	Poker Face	Glee Cast
2011-06-11	Like My Mother Does	Lauren Alaina
2011-07-16	Inventing Shadows	Dia Frampton
2011-09-17	Love On Top	Beyonce
2011-11-12	Princess Of China	Coldplay Featuring Rihanna
2012-10-27	Blown Away	Carrie Underwood
2012-11-03	50 Ways To Say Goodbye	Train
2013-02-16	Little Talks	Of Monsters And Men
2013-03-02	Carry On	fun.
2013-04-27	Mama's Broken Heart	Miranda Lambert
2013-05-11	22	Taylor Swift
2013-06-29	Here's To Never Growing Up	Avril Lavigne
2013-08-03	U.O.E.N.O.	Rocko Featuring Future & Rick Ross
2013-10-12	All Me	Drake Featuring 2 Chainz & Big Sean
2014-04-26	Bottoms Up	Brantley Gilbert
2015-02-14	CoCo	O.T. Genasis
2015-04-11	Take Your Time	Sam Hunt
2015-11-28	Tennessee Whiskey	Chris Stapleton
2016-01-30	I Know What You Did Last Summer	Shawn Mendes & Camila Cabello
2016-03-19	Back To Sleep	Chris Brown
2016-04-09	Middle	DJ Snake Featuring Bipolar Sunshine
2016-09-03	Never Be Like You	Flume Featuring Kai
2016-12-10	Unsteady	X Ambassadors
2017-01-14	This Town	Niall Horan
2017-06-17	Rolex	Ayo & Teo
2017-07-08	Bad Liar	Selena Gomez
2017-09-02	Feels	Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean
2017-09-09	Friends	Justin Bieber + BloodPop
2017-10-28	Almost Like Praying	Lin-Manuel Miranda Featuring Artists For Puerto Rico
2017-12-09	Wolves	Selena Gomez X Marshmello
2018-03-03	Lights Down Low	MAX Featuring gnash
2018-05-05	1985 (Intro To The Fall Off)	J. Cole
2018-05-12	Same Bitches	Post Malone Featuring G-Eazy & YG
2018-07-14	Talk Up	Drake Featuring JAY-Z
2018-12-15	What's Free	Meek Mill Featuring Rick Ross & JAY-Z
2019-02-09	Leave Me Alone	Flipp Dinero
2019-07-06	MEGATRON	Nicki Minaj
2019-09-21	Die For Me	Post Malone Featuring Future & Halsey
2019-11-23	One Man Band	Old Dominion
2020-02-01	High Fashion	Roddy Ricch Featuring Mustard
2020-03-07	After Hours	The Weeknd
2020-03-21	That Way	Lil Uzi Vert
2020-03-28	Suicidal	YNW Melly & Juice WRLD
2020-06-06	Does To Me	Luke Combs Featuring Eric Church
2020-09-19	Tap In	Saweetie
2021-03-13	Good Time	Niko Moon
2021-04-03	Hold On	Justin Bieber
2021-05-15	Every Chance I Get	DJ Khaled Featuring Lil Baby & Lil Durk
2021-05-22	My Ex's Best Friend	Machine Gun Kelly X blackbear
2021-05-29	punchin'.the.clock	J. Cole
2021-06-19	Late At Night	Roddy Ricch
2021-09-11	Praise God	Kanye West
2021-10-09	Wockesha	Moneybagg Yo
2021-10-30	Bubbly	Young Thug With Drake & Travis Scott
2021-11-27	Already Dead	Juice WRLD
2022-02-05	The Family Madrigal	Stephanie Beatriz, Olga Merediz & Encanto Cast
2022-02-26	Bussin	Nicki Minaj X Lil Baby
2022-04-09	Soy El Unico	Yahritza y Su Esencia
2022-05-14	Massaging Me	Future
2022-05-28	Count Me Out	Kendrick Lamar
2022-07-02	Calling My Name	Drake
2022-07-23	Get Into It (Yuh)	Doja Cat
2022-11-05	Would've, Could've, Should've	Taylor Swift
2023-07-15	Endless Fashion	Lil Uzi Vert Featuring Nicki Minaj
2023-09-09	Tourniquet	Zach Bryan
2023-09-23	Logical	Olivia Rodrigo
2023-10-21	Bahamas Promises	Drake
2023-10-28	Perro Negro	Bad Bunny & Feid
2023-11-11	All You Had To Do Was Stay (Taylor's Version)	Taylor Swift
2024-01-06	Santa Baby	Eartha Kitt With Henri Rene And His Orchestra
2024-02-03	La Diabla	Xavi
2024-03-09	Made For Me	Muni Long
2024-04-06	Slimed In	Future & Metro Boomin
2024-04-13	Get It Sexyy	Sexyy Red
2024-05-04	I Can Fix Him (No Really I Can)	Taylor Swift
2024-07-27	Renaissance	Eminem
2024-09-28	It's Ok I'm Ok	Tate McRae
2025-03-29	Crush	Playboi Carti & Travis Scott
2025-05-31	20 Cigarettes	Morgan Wallen
2025-06-21	Worst Way	Riley Green
2025-09-13	Sugar Talking	Sabrina Carpenter
2025-12-20	Jingle Bells	Frank SinatraWith The Orchestra & Chorus Of Gordon Jenkins
