최초74위 날짜	곡 제목	아티스트
2000-05-20	Another Nine Minutes	Yankee Grey
2002-05-25	Quitame Ese Hombre	Pilar Montenegro
2002-07-13	Papa Don't Preach	Kelly Osbourne
2002-11-02	Braid My Hair	Mario
2003-03-01	Chrome	Trace Adkins
2003-05-31	Tal Vez	Ricky Martin
2004-02-07	When I Look To The Sky	Train
2004-08-21	You're My Everything	Anita Baker
2004-11-13	Used To Love U	John Legend
2005-09-17	All These Things That I've Done	The Killers
2007-03-17	The Neighbor	Dixie Chicks
2008-10-11	Cry For You	September
2008-10-25	Headfirst Slide Into Cooperstown On A Bad Bet	Fall Out Boy
2008-11-01	Country Man	Luke Bryan
2009-03-21	Lions, Tigers & Bears	Jazmine Sullivan
2009-07-25	I Wanna Know You	Hannah Montana Featuring David Archuleta
2010-03-20	Cryin' Like A Bitch!	Godsmack
2010-05-22	Ice Ice Baby	Glee Cast
2010-07-03	Wrong Baby Wrong	Martina McBride
2010-09-11	Bittersweet	Fantasia
2010-10-23	I Look To You	Glee Cast
2010-11-20	Lo Mejor De Mi Vida Eres Tu	Ricky Martin Featuring Natalia Jimenez
2011-03-05	Born To Be Somebody	Justin Bieber
2011-04-30	Grove St. Party	Waka Flocka Flame Featuring Kebo Gotti
2011-05-28	Dancing Queen	Glee Cast
2011-06-04	Far Away	Marsha Ambrosius
2011-06-11	Rise Above 1	Reeve Carney Featuring Bono & The Edge
2011-07-16	Beautiful	Christina Aguilera & Beverly McClellan
2011-09-10	Faster	Matt Nathanson
2011-12-10	I Like How It Feels	Enrique Iglesias Featuring Pitbull & The WAV.s
2012-01-21	Kyoto	Skrillex Featuring Sirah
2012-03-10	Mutha***** Up	Tyga Featuring Nicki Minaj
2012-10-20	Just What I Am	Kid Cudi Featuring King Chip
2013-01-26	If I Lose Myself	OneRepublic
2013-03-23	Buzzkill	Luke Bryan
2013-07-20	Without Me	Fantasia Featuring Kelly Rowland & Missy Elliott
2013-11-16	Bounce It	Juicy J Featuring Wale & Trey Songz
2014-05-17	Hold On, We're Going Home	Christina Grimmie
2014-06-07	Can't Help Falling In Love	Christina Grimmie
2014-09-20	Walk Thru	Rich Homie Quan Featuring Problem
2015-01-03	Soldier	Damien
2015-08-08	Real Life	Jake Owen
2015-10-17	Live From The Gutter	Drake & Future
2015-11-14	Home	One Direction
2015-12-05	Children	Justin Bieber
2016-05-21	True Colors	Zedd & Kesha
2016-10-22	Cranes In The Sky	Solange
2017-01-21	80s Mercedes	Maren Morris
2017-01-28	Red Opps	21 Savage
2017-02-25	Halfway Off The Balcony	Big Sean
2017-05-27	Human	Rag'n'Bone Man
2017-06-17	Somethin Tells Me	Bryson Tiller
2017-10-21	No Promises	A Boogie Wit da Hoodie
2017-12-09	Mayores	Becky G Featuring Bad Bunny
2018-01-13	Ice Tray	Quavo & Lil Yachty
2018-03-24	Midnight	Logic
2018-04-14	Sativa	Jhene Aiko Featuring Swae Lee Or Rae Sremmurd
2018-06-09	Life Goes On	Lil Baby Featuring Gunna & Lil Uzi Vert
2018-06-30	Born To Be Yours	Kygo & Imagine Dragons
2018-10-13	Mess	Lil Wayne
2018-12-29	Testimony	Kodak Black
2019-03-09	3 Headed Snake	Gunna Featuring Young Thug
2019-06-01	A Boy Is A Gun	Tyler, The Creator
2020-03-21	Captain Hook	Megan Thee Stallion
2020-04-18	Thief In The Night	Rod Wave
2020-05-02	TALK ABOUT IT	DaBaby
2020-06-20	Drinking Alone	Carrie Underwood
2020-09-05	The Plan	Travis Scott
2020-10-17	Steppin On N*ggas	21 Savage & Metro Boomin
2020-11-28	Blind	DaBaby Featuring Young Thug
2020-12-12	Te Deseo Lo Mejor	Bad Bunny
2020-12-26	Way Out	Jack Harlow Featuring Big Sean
2021-01-09	Adderall (Corvette Corvette)	Popp Hunna
2021-01-23	Livin' The Dream	Morgan Wallen
2021-02-13	Baila Conmigo	Selena Gomez With Rauw Alejandro
2021-03-13	Only Wanna Be With You	Post Malone
2021-05-22	All I Know So Far	P!nk
2022-01-15	I Am Woman	Emmy Meli
2022-02-05	Know Like I Know	YoungBoy Never Broke Again
2022-05-21	Agosto	Bad Bunny
2022-08-27	I Know It	Rod Wave
2023-02-18	OMG	NewJeans
2023-06-10	Sad Songs	Lil Durk
2023-07-22	Superman (Taylor's Version)	Taylor Swift
2023-12-23	Fallin 4 U	Nicki Minaj
2024-02-03	02.02.99	That Mexican OT
2024-03-16	Doctor (Work It Out)	Pharrell & Miley Cyrus
2024-06-15	Belong Together	Mark Ambor
2024-07-20	Boons	Zach Bryan
2024-09-28	Talk Talk	Charli xcx Featuring Troye Sivan
2025-01-18	So Sorry	Lil Baby
2025-02-15	Opening Night	The Weeknd
2025-03-01	OMW	PARTYNEXTDOOR & Drake
2025-03-08	Signs	Tate McRae
2025-06-21	Sapphire	Ed Sheeran
2025-07-05	Papasito	Karol G
2025-07-26	Where Was You	Travis Scott, Playboi Carti & Future
2025-09-27	Sienna	The Marias
2025-10-25	Sparks	Coldplay
2025-12-13	Sugar On My Tongue	Tyler, The Creator
2025-12-20	Shake The Snow Globe	Gwen Stefani
