최초43위 날짜	곡 제목	아티스트
1980-12-13	Switchin' To Glide/This Beat Goes On	The Kings
1981-07-11	It Didn't Take Long	Spider
1981-09-19	Backfired	Debbie Harry
1981-10-17	Heavy Metal (Takin' A Ride)	Don Felder
1981-10-24	Working In The Coal Mine	Devo
1982-01-30	Breakin' Away	Al Jarreau
1982-02-27	You're My Latest, My Greatest Inspiration	Teddy Pendergrass
1982-03-13	I'll Fall In Love Again	Sammy Hagar
1983-04-16	Swingin'	John Anderson
1983-06-18	Inside Love (so Personal)	George Benson
1983-10-08	Unconditional Love	Donna Summer
1984-01-28	Ebony Eyes	Rick James And Smokey Robinson
1984-12-15	Two Tribes	Frankie Goes To Hollywood
1985-06-22	Animal Instinct	Commodores
1985-08-24	Hangin' On A String	Loose Ends
1986-01-25	Somewhere	Barbra Streisand
1986-05-10	Right Between The Eyes	Wax
1986-09-20	Love Always	El DeBarge
1986-09-27	So Far So Good (From "About Last Night")	Sheena Easton
1987-04-04	Boom Boom (Let's Go Back To My Room)	Paul Lekakis
1988-02-20	Never Thought (That I Could Love)	Dan Hill
1988-08-13	Spring Love (Come Back To Me)	Stevie B
1989-01-21	As Long As You Follow	Fleetwood Mac
1990-04-14	Make It Like It Was	Regina Belle
1991-01-05	You Gotta Love Someone	Elton John
1991-04-13	All True Man	Alexander O'Neal
1991-08-03	Can't Forget You	Gloria Estefan
1992-06-20	Closer To Me	The Outfield
1992-10-17	Slow Dance (Hey Mr. DJ)	R. Kelly & Public Announcement
1993-05-01	Buddy X	Neneh Cherry
1993-05-15	Tell Me What You Dream	Restless Heart Featuring Warren Hill
1993-07-03	A Bad Goodbye	Clint Black With Wynonna
1993-11-20	Freakit	Das EFX
1994-01-22	Slow And Easy	Zapp & Roger
1994-03-26	Mother	Danzig
1994-04-16	Hey D.J. (From "Mi Vida Loca")	Lighter Shade Of Brown
1994-07-23	Selling The Drama	Live
1994-08-20	Action	Terror Fabulous Featuring Nadine Sutherland
1995-04-22	Joy	BLACKstreet
1995-07-15	Glaciers Of Ice/Criminology	Chef Raekwon
1995-11-25	Come With Me	Shai
1996-05-04	Machinehead (From "Fear")	Bush
1996-11-02	Birmingham	Amanda Marshall
1997-02-15	It's Your Body	Johnny Gill Featuring Roger Troutman
1997-04-12	Here's Your Sign (Get The Picture)	Bill Engvall With Special Guest Travis Tritt
1997-06-14	Can U Feel It	3rd Party
1998-04-25	I'm Alright	Jo Dee Messina
1998-12-05	A Little Past Little Rock	Lee Ann Womack
1999-01-23	Right On The Money	Alan Jackson
1999-05-08	Gone Crazy	Alan Jackson
1999-08-14	Little Good-Byes	SHeDAISY
2000-01-22	Pop A Top	Alan Jackson
2000-04-15	Whoa!	Black Rob
2000-06-24	Couldn't Last A Moment	Collin Raye
2000-09-16	I Will...But	SHeDAISY
2001-03-24	A Long Walk	Jill Scott
2002-05-25	One Mic	Nas
2002-10-26	I Am Mine	Pearl Jam
2002-12-21	All My Life	Foo Fighters
2003-04-19	The Anthem	Good Charlotte
2004-09-25	She Thinks She Needs Me	Andy Griggs
2005-05-07	Blue Orchid	The White Stripes
2005-08-06	Diamonds From Sierra Leone	Kanye West
2006-02-11	Stick To The Status Quo	High School Musical Cast
2006-05-27	Why	Jason Aldean
2006-06-10	Wanted Dead Or Alive	Chris Daughtry
2006-10-07	That Girl	Frankie J Featuring Mannie Fresh & Chamillionaire
2006-10-21	Would You Go With Me	Josh Turner
2007-02-24	Stupid Boy	Keith Urban
2007-04-07	She's Like The Wind	Lumidee Featuring Tony Sunshine
2007-09-15	Wadsyaname	Nelly
2008-01-12	Hero/Heroine	Boys Like Girls
2008-03-01	Watching Airplanes	Gary Allan
2008-04-26	Shout To The Lord	American Idol Top 8
2008-05-24	Break The Ice	Britney Spears
2008-06-14	Take You Down	Chris Brown
2008-07-12	Life In A Northern Town	Sugarland Featuring Little Big Town & Jake Owen
2008-08-30	Get Back	Demi Lovato
2009-02-07	She Wouldn't Be Gone	Blake Shelton
2009-08-22	Make Her Say	Kid Cudi Featuring Kanye West & Common
2010-02-13	It Kills Me	Melanie Fiona
2010-05-15	Neighbors Know My Name	Trey Songz
2010-11-20	Can't Be Friends	Trey Songz
2011-09-17	Beautiful People	Chris Brown Featuring Benny Benassi
2011-10-01	Pretty Girls	Iyaz Featuring Travie McCoy
2011-11-26	Easy	Rascal Flatts Featuring Natasha Bedingfield
2012-09-01	Over	Blake Shelton
2012-09-15	2 Reasons	Trey Songz Featuring T.I.
2013-06-01	Give It All We Got Tonight	George Strait
2013-07-20	DONE.	The Band Perry
2014-04-26	The Worst	Jhene Aiko
2014-07-26	Bo$$	Fifth Harmony
2014-08-02	We Dem Boyz	Wiz Khalifa
2014-09-27	Roller Coaster	Luke Bryan
2014-10-18	Neon Light	Blake Shelton
2014-11-29	Touchin, Lovin	Trey Songz Featuring Nicki Minaj
2015-02-07	Talladega	Eric Church
2015-02-14	Stuck On A Feeling	Prince Royce Featuring Snoop Dogg
2015-02-28	Make Me Wanna	Thomas Rhett
2015-03-28	I Bet	Ciara
2015-04-04	Ain't Worth The Whiskey	Cole Swindell
2015-07-04	Be Real	Kid Ink Featuring DeJ Loaf
2015-09-05	I Don't Like It, I Love It	Flo Rida Featuring Robin Thicke & Verdine White
2015-09-12	Smoke Break	Carrie Underwood
2015-12-05	Purpose	Justin Bieber
2016-03-12	Something In The Way You Move	Ellie Goulding
2016-04-09	Be Alright	Ariana Grande
2016-04-23	Lights Come On	Jason Aldean
2016-05-14	Sandcastles	Beyonce
2016-07-09	Church Bells	Carrie Underwood
2016-09-24	Pick Up The Phone	Young Thug And Travis Scott Featuring Quavo
2016-11-05	No Problem	Chance The Rapper Featuring Lil Wayne & 2 Chainz
2017-01-14	No Heart	21 Savage & Metro Boomin
2017-03-04	I Got You	Bebe Rexha
2017-06-10	Deja Vu	Lauren Duski
2018-02-03	KEKE	6ix9ine, Fetty Wap & A Boogie Wit da Hoodie
2018-04-14	Hurt You	The Weeknd Featuring Gesaffelstein
2018-04-21	Bickenhead	Cardi B
2018-04-28	Most People Are Good	Luke Bryan
2018-05-19	Dura	Daddy Yankee
2018-08-04	I Was Jack (You Were Diane)	Jake Owen
2018-08-18	Who? What!	Travis Scott
2018-10-20	Venom	Eminem
2018-12-15	MAMA	6ix9ine Featuring Nicki Minaj & Kanye West
2019-01-12	Talk To Me	Tory Lanez & Rich The Kid
2019-01-19	Nothing Breaks Like A Heart	Mark Ronson Featuring Miley Cyrus
2019-02-02	Crushed Up	Future
2019-04-13	My Strange Addiction	Billie Eilish
2019-06-01	Just Us	DJ Khaled Featuring SZA
2019-07-27	Some Of It	Eric Church
2019-08-17	China	Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin
2019-10-12	iPHONE	DaBaby & Nicki Minaj
2019-12-28	No Idea	Don Toliver
2020-04-25	Slide	H.E.R. Featuring YG
2020-05-23	3 Headed Goat	Lil Durk Featuring Lil Baby & Polo G
2020-07-18	Yea Yea	Pop Smoke
2020-11-14	Just Like Magic	Ariana Grande
2021-04-03	As I Am	Justin Bieber Featuring Khalid
2021-05-15	I Did It	DJ Khaled Featuring Post Malone, Megan Thee Stallion, Lil Baby & DaBaby
2021-06-19	Still Runnin	Lil Baby, Lil Durk & Meek Mill
2021-07-03	Almost Maybes	Jordan Davis
2021-09-11	24	Kanye West
2021-11-27	Nothing New (Taylor's Version) (From The Vault)	Taylor Swift Featuring Phoebe Bridgers
2022-02-19	Cigarettes	Juice WRLD
2022-03-12	Freaky Deaky	Tyga X Doja Cat
2022-04-16	Slow Down Summer	Thomas Rhett
2022-08-13	Virgo's Groove	Beyonce
2022-12-17	Metro Spider	Metro Boomin & Young Thug
2022-12-24	Gone Girl	SZA
2023-02-11	Whiskey On You	Nate Smith
2023-03-18	Dying Man	Morgan Wallen
2023-06-17	Popular	The Weeknd, Playboi Carti & Madonna
2023-07-15	Tulum	Peso Pluma & Grupo Frontera
2023-08-12	In Your Love	Tyler Childers
2023-08-19	LaLa	Myke Towers
2023-10-14	Un Preview	Bad Bunny
2023-11-11	You Are In Love (Taylor's Version)	Taylor Swift
2024-01-06	I Saw Mommy Kissing Santa Claus	Jackson 5
2024-01-27	Prove It	21 Savage & Summer Walker
2024-04-27	Illusion	Dua Lipa
2024-07-13	Dirt Cheap	Cody Johnson
2025-01-04	Snowman	Sia
2025-02-01	Loco	Neton Vega
2025-02-15	Sao Paulo	The Weeknd & Anitta
2025-03-01	Raining In Houston	Drake
2025-03-08	I Know Love	Tate McRae Featauring The Kid LAROI
2025-03-29	Radar	Playboi Carti
2025-10-04	Pretty & Petty	Cardi B
2025-10-11	ErrTime	Cardi B
2025-11-01	Shot Callin	YoungBoy Never Broke Again
2025-12-06	For Good	Cynthia Erivo&Ariana Grande
2025-12-13	Merry Christmas	Ed Sheeran&Elton John
